,feature,class_label
1220,"[-1.4804776e-08  3.7011940e-09  1.2337313e-08 -4.9349254e-09
  0.0000000e+00 -4.9349254e-09  4.9349254e-09  0.0000000e+00
  4.9349254e-09 -4.9349254e-09 -7.4023880e-09  1.9739701e-08
  0.0000000e+00  0.0000000e+00  0.0000000e+00  2.4674627e-09
  9.8698507e-09 -7.4023880e-09  0.0000000e+00  7.4023880e-09
  7.3928241e-09 -9.8570991e-09  4.9285496e-09 -7.3928241e-09
  0.0000000e+00 -9.8570991e-09 -7.3928241e-09 -4.9285496e-09
  1.4785648e-08 -9.8570991e-09  9.8570991e-09  4.9285496e-09
  0.0000000e+00  1.4785648e-08 -2.4642748e-09  9.8570991e-09
 -9.8570991e-09  0.0000000e+00  7.3928241e-09  4.9285496e-09]",resposta
1221,"[ 2.4642748e-09  0.0000000e+00  4.9285496e-09 -1.4785648e-08
  9.8570991e-09  1.4785648e-08  7.3928241e-09  4.9285496e-09
  9.8570991e-09 -8.6249612e-09  4.9285496e-09  1.2321373e-08
  1.2321374e-09  1.2321374e-09 -4.9285496e-09  1.2321373e-08
 -4.9285496e-09 -7.3928241e-09 -1.4785648e-08  9.8570991e-09
 -9.8698507e-09 -7.4023880e-09  0.0000000e+00  0.0000000e+00
  9.8698507e-09 -2.4674627e-09  1.2337313e-08 -7.4023880e-09
  0.0000000e+00  9.8698507e-09  0.0000000e+00  1.9739701e-08
  4.9349254e-09 -7.4023880e-09 -9.8698507e-09  0.0000000e+00
 -4.9349254e-09 -3.7011940e-09 -4.9349254e-09 -9.8698507e-09]",ataque
1222,"[ 9.9018749e-09 -4.3320703e-09  4.9509374e-09  0.0000000e+00
  6.1886718e-09  0.0000000e+00  0.0000000e+00 -7.4264062e-09
  1.4852812e-08  7.4264062e-09  0.0000000e+00  0.0000000e+00
 -4.9509374e-09  4.9509374e-09  0.0000000e+00 -4.9509374e-09
 -9.9018749e-09  9.9018749e-09  1.2377344e-08  9.9018749e-09
  0.0000000e+00  4.9349254e-09  4.9349254e-09 -2.4674627e-09
 -4.9349254e-09  4.9349254e-09 -1.4804776e-08 -4.9349254e-09
  1.4804776e-08  7.4023880e-09  7.4023880e-09 -1.2337313e-09
 -1.2337313e-09 -2.4674627e-09  7.4023880e-09  0.0000000e+00
  4.9349254e-09  9.8698507e-09  1.1103582e-08  0.0000000e+00]",resposta
1223,"[-9.8698507e-09 -4.9349254e-09  0.0000000e+00  4.9349254e-09
  9.8698507e-09  2.4674627e-09  0.0000000e+00  0.0000000e+00
  9.8698507e-09 -9.8698507e-09  0.0000000e+00  1.2337313e-08
 -9.8698507e-09 -3.7011940e-09  0.0000000e+00  6.1686567e-10
 -9.8698507e-09 -4.9349254e-09 -4.9349254e-09  1.2337313e-08
 -9.9018749e-09  0.0000000e+00  1.3615078e-08  0.0000000e+00
  2.4754687e-09  4.9509374e-09 -9.9018749e-09  1.9803750e-08
 -4.9509374e-09  0.0000000e+00  0.0000000e+00 -2.4754687e-09
  0.0000000e+00  4.9509374e-09 -9.9018749e-09 -1.7328281e-08
  0.0000000e+00 -1.2377344e-08 -4.9509374e-09  1.4852812e-08]",resposta
1224,"[ 2.9609552e-08  9.8698507e-09 -1.4804776e-08 -4.9349254e-09
  1.4804776e-08  4.9349254e-09  0.0000000e+00  0.0000000e+00
  0.0000000e+00  0.0000000e+00  4.9349254e-09 -9.8698507e-09
 -1.9739701e-08 -6.7855224e-09 -4.9349254e-09 -6.1686567e-09
  0.0000000e+00  8.6361194e-09  9.8698507e-09  0.0000000e+00
  0.0000000e+00  1.2377344e-08  2.4754687e-09  0.0000000e+00
  8.6641405e-09  0.0000000e+00  1.9803750e-08 -2.4754687e-09
 -1.9803750e-08  1.4852812e-08 -4.9509374e-09 -9.9018749e-09
 -1.4852812e-08  9.9018749e-09 -4.9509374e-09  4.9509374e-09
  0.0000000e+00  7.4264062e-09 -9.9018749e-09 -9.9018749e-09]",ataque
1225,"[ 0.0000000e+00 -7.4023880e-09 -4.9349254e-09 -9.8698507e-09
  0.0000000e+00  3.7011940e-09  0.0000000e+00 -9.8698507e-09
  9.8698507e-09 -4.9349254e-09 -9.8698507e-09 -2.4674627e-09
  9.8698507e-09  4.9349254e-09  0.0000000e+00  2.4674627e-09
  0.0000000e+00 -7.4023880e-09  9.8698507e-09  0.0000000e+00
  1.4852812e-08 -7.4264062e-09 -9.9018749e-09 -4.9509374e-09
  0.0000000e+00  9.9018749e-09  2.9705625e-08 -4.9509374e-09
  1.4852812e-08 -4.9509374e-09 -4.9509374e-09  0.0000000e+00
 -7.4264062e-09 -4.9509374e-09  0.0000000e+00 -9.9018749e-09
  9.9018749e-09 -4.9509374e-09 -9.9018749e-09  0.0000000e+00]",ataque
1226,"[-9.9018749e-09  1.9803750e-08 -9.9018749e-09  9.9018749e-09
  0.0000000e+00  0.0000000e+00  1.4852812e-08 -4.9509374e-09
  0.0000000e+00  4.9509374e-09  9.9018749e-09  0.0000000e+00
 -9.9018749e-09  0.0000000e+00  0.0000000e+00 -9.9018749e-09
  0.0000000e+00  6.1886718e-09  4.9509374e-09 -4.9509374e-09
  9.8762385e-09  9.8762385e-09 -7.4071793e-09  0.0000000e+00
  4.9381192e-09  0.0000000e+00  0.0000000e+00  0.0000000e+00
 -4.9381192e-09 -7.4071793e-09 -4.9381192e-09 -4.9381192e-09
 -9.8762385e-09  9.8762385e-09  0.0000000e+00  0.0000000e+00
 -4.9381192e-09  9.8762385e-09  4.9381192e-09  4.9381192e-09]",resposta
1227,"[-9.8380326e-09  1.9676065e-08  0.0000000e+00 -1.9676065e-08
  0.0000000e+00 -4.9190163e-09  0.0000000e+00  9.8380326e-09
  9.8380326e-09 -7.3785249e-09  0.0000000e+00 -7.3785249e-09
  4.9190163e-09  0.0000000e+00 -9.8380326e-09  9.8380326e-09
  0.0000000e+00  1.9676065e-08  9.8380326e-09  0.0000000e+00
  0.0000000e+00  0.0000000e+00  9.8762385e-09  7.4071793e-09
 -7.4071793e-09 -1.2345298e-09  1.2345299e-08 -8.6417087e-09
 -4.9381192e-09  3.7035897e-09  7.4071793e-09 -7.4071793e-09
  9.8762385e-09  0.0000000e+00  3.0863248e-09  0.0000000e+00
  0.0000000e+00  0.0000000e+00 -2.4690596e-09 -4.9381192e-09]",resposta
1228,"[-4.9477267e-09 -4.9477267e-09 -1.7317044e-08  4.9477267e-09
  0.0000000e+00  0.0000000e+00  0.0000000e+00 -1.4843180e-08
  7.4215900e-09 -9.8954533e-09  5.5661924e-09  8.6585219e-09
  4.9477267e-09 -2.4738633e-09  7.7308231e-09  2.4738633e-09
  9.8954533e-09  7.4215900e-09 -1.4843180e-08 -7.4215900e-09
  3.9352130e-08  0.0000000e+00  9.8380326e-09 -2.9514100e-08
  0.0000000e+00 -4.9190163e-09 -9.8380326e-09  1.9676065e-08
  0.0000000e+00  9.8380326e-09  0.0000000e+00  2.4595082e-09
  1.9676065e-08  1.4757050e-08 -9.8380326e-09  1.9676065e-08
 -4.9190163e-09 -9.8380326e-09  0.0000000e+00  4.9190163e-09]",ataque
1229,"[-9.8570991e-09  7.3928241e-09  0.0000000e+00 -2.4642748e-09
  0.0000000e+00  4.9285496e-09  0.0000000e+00  9.8570991e-09
  0.0000000e+00  0.0000000e+00  9.8570991e-09  9.8570991e-09
  4.9285496e-09 -2.4642748e-09 -9.8570991e-09  0.0000000e+00
 -1.4785648e-08  9.8570991e-09 -9.8570991e-09 -1.4785648e-08
  1.2289617e-08  7.3737705e-09 -4.9158468e-09 -1.7205464e-08
  9.8316937e-09  0.0000000e+00 -4.9158468e-09  0.0000000e+00
 -9.8316937e-09  0.0000000e+00  2.4579234e-09 -1.9663387e-08
  0.0000000e+00  9.8316937e-09 -6.1448087e-09 -1.2289617e-09
 -1.4747541e-08 -9.8316937e-09 -4.9158468e-09  9.8316937e-09]",ataque
1230,"[ 0.0000000e+00 -9.8380326e-09 -1.2297541e-09 -1.2297541e-09
  0.0000000e+00 -3.6892625e-09  0.0000000e+00 -9.8380326e-09
 -4.9190163e-09  9.8380326e-09  1.1067787e-08  2.4595082e-09
 -4.9190163e-09 -3.6892625e-09 -6.1487704e-09 -4.9190163e-09
 -4.9190163e-09  2.4595082e-09  2.4595082e-09 -2.4595082e-09
 -9.8570991e-09  0.0000000e+00  0.0000000e+00  0.0000000e+00
 -2.4642748e-09  0.0000000e+00  9.8570991e-09 -2.4642748e-09
  4.9285496e-09  7.3928241e-09 -4.9285496e-09  0.0000000e+00
  0.0000000e+00 -4.9285496e-09  9.8570991e-09 -1.9714198e-08
  0.0000000e+00  4.9285496e-09 -9.8570991e-09 -6.1606866e-09]",resposta
1231,"[ 1.4804776e-08  4.9349254e-09 -9.8698507e-09  7.4023880e-09
  1.2337313e-08  2.4674627e-09  1.2337313e-08 -9.8698507e-09
  0.0000000e+00 -4.9349254e-09 -9.8698507e-09  0.0000000e+00
 -7.4023880e-09  9.8698507e-09 -1.4804776e-08  0.0000000e+00
  9.8698507e-09 -4.9349254e-09  9.8698507e-09  0.0000000e+00
  4.9285496e-09  0.0000000e+00  7.3928241e-09  4.9285496e-09
 -1.2321374e-09  0.0000000e+00  7.3928241e-09  9.8570991e-09
 -9.8570991e-09  9.8570991e-09 -1.2321373e-08  2.4642748e-09
 -1.4785648e-08  0.0000000e+00 -1.3553511e-08  1.1089236e-08
 -7.3928241e-09 -4.9285496e-09 -1.2321374e-09 -4.9285496e-09]",ataque
1232,"[-4.9349254e-09  7.4023880e-09 -4.9349254e-09  9.8698507e-09
  4.9349254e-09  9.8698507e-09  1.0486716e-08 -1.4804776e-08
 -4.9349254e-09  1.9739701e-08  7.4023880e-09  0.0000000e+00
 -2.4674627e-09  1.2337313e-09 -4.9349254e-09 -9.8698507e-09
  0.0000000e+00 -2.4674627e-09  4.9349254e-09 -4.9349254e-09
  2.4642748e-09  3.6964121e-09  0.0000000e+00  7.3928241e-09
  1.4785648e-08  8.6249612e-09 -1.4785648e-08  9.8570991e-09
 -1.9714198e-08  2.4642748e-09  6.1606866e-09 -9.8570991e-09
 -4.9285496e-09  4.9285496e-09  9.8570991e-09 -4.9285496e-09
 -9.8570991e-09  0.0000000e+00  1.3553511e-08  0.0000000e+00]",resposta
1233,"[-4.9509374e-09 -1.4852812e-08 -2.4754687e-09  9.9018749e-09
  0.0000000e+00  2.4754687e-09  4.9509374e-09  0.0000000e+00
 -4.9509374e-09 -9.9018749e-09  1.4852812e-08  9.9018749e-09
  2.9705625e-08  2.4754687e-09  0.0000000e+00  4.9509374e-09
 -1.9803750e-08  2.4754687e-09 -9.9018749e-09  4.9509374e-09
  0.0000000e+00 -4.9349254e-09  0.0000000e+00 -9.8698507e-09
 -7.4023880e-09  4.9349254e-09  9.8698507e-09 -1.2337313e-09
  9.8698507e-09  4.9349254e-09  0.0000000e+00 -9.8698507e-09
  0.0000000e+00  3.7011940e-09  1.9739701e-08  2.4674627e-09
 -9.8698507e-09 -4.9349254e-09  4.9349254e-09  4.9349254e-09]",ataque
1234,"[ 0.0000000e+00  7.4023880e-09 -4.9349254e-09 -9.8698507e-09
  7.4023880e-09 -4.9349254e-09  1.3571045e-08 -4.9349254e-09
 -4.9349254e-09 -4.9349254e-09  0.0000000e+00 -4.9349254e-09
  9.8698507e-09  7.4023880e-09  1.4804776e-08  4.9349254e-09
  1.4804776e-08  0.0000000e+00 -9.8698507e-09  2.4674627e-09
 -2.4754687e-09  1.4852812e-08  1.2377344e-08  7.4264062e-09
 -4.9509374e-09 -9.9018749e-09  3.7132031e-09 -9.9018749e-09
  2.4754687e-09  4.9509374e-09 -4.9509374e-09  0.0000000e+00
  9.9018749e-09 -3.7132031e-09  7.4264062e-09  0.0000000e+00
 -4.9509374e-09 -9.9018749e-09  2.4754687e-09  2.4754687e-09]",resposta
1235,"[ 0.0000000e+00  0.0000000e+00 -9.8380326e-09  0.0000000e+00
  9.8380326e-09 -9.8380326e-09 -9.8380326e-09  7.3785249e-09
  4.9190163e-09 -9.8380326e-09  0.0000000e+00 -9.8380326e-09
  2.4595082e-09  9.8380326e-09  4.9190163e-09 -9.8380326e-09
 -4.9190163e-09 -9.8380326e-09  9.8380326e-09 -1.2297541e-08
  0.0000000e+00  0.0000000e+00  9.8698507e-09  2.4674627e-09
  9.8698507e-09  9.8698507e-09  7.4023880e-09  0.0000000e+00
  4.9349254e-09 -9.2529850e-09  9.8698507e-09  9.8698507e-09
  1.4804776e-08 -9.8698507e-09 -1.2337313e-09  1.4804776e-08
 -1.4804776e-08 -1.4804776e-08 -4.9349254e-09 -9.8698507e-09]",resposta
1236,"[ 9.8762385e-09 -4.9381192e-09 -4.9381192e-09 -9.8762385e-09
 -1.2345299e-08 -7.4071793e-09 -1.1110768e-08 -4.9381192e-09
  0.0000000e+00 -7.4071793e-09  0.0000000e+00 -6.1726495e-09
  4.9381192e-09  9.8762385e-09  0.0000000e+00 -4.9381192e-09
 -9.8762385e-09  1.2345299e-08  4.9381192e-09  0.0000000e+00
  7.3690223e-09  4.9126818e-09  4.9126818e-09 -1.3509874e-08
 -7.3690223e-09  4.9126818e-09  9.8253636e-09  7.3690223e-09
 -7.3690223e-09 -9.2112780e-09  0.0000000e+00  0.0000000e+00
  8.5971932e-09  4.9126818e-09  4.9126818e-09 -4.9126818e-09
  9.8253636e-09  9.8253636e-09  0.0000000e+00  9.8253636e-09]",resposta
1237,"[-3.7011940e-09  4.9349254e-09  0.0000000e+00  9.8698507e-09
 -2.4674627e-09  4.9349254e-09 -1.4804776e-08  1.4804776e-08
 -9.8698507e-09  0.0000000e+00 -1.9739701e-08  2.4674627e-09
 -7.4023880e-09  1.2337313e-08 -2.4674627e-09  1.1103582e-08
 -9.8698507e-09 -4.9349254e-09  6.1686567e-09  7.4023880e-09
  0.0000000e+00 -1.4738045e-08  4.9126818e-09  2.4563409e-09
  4.9126818e-09 -4.9126818e-09  0.0000000e+00  0.0000000e+00
  7.3690223e-09 -4.9126818e-09 -4.9126818e-09  0.0000000e+00
  3.6845111e-09 -1.4738045e-08  0.0000000e+00 -9.8253636e-09
 -7.3690223e-09  2.4563409e-09  6.1408518e-09  1.4738045e-08]",ataque
1238,"[ 0.0000000e+00  4.9349254e-09 -7.4023880e-09 -1.9739701e-08
  1.2337313e-08 -4.9349254e-09 -7.4023880e-09 -9.8698507e-09
 -7.4023880e-09  1.2337313e-09 -4.9349254e-09  1.4804776e-08
  7.4023880e-09  3.7011940e-09  0.0000000e+00  0.0000000e+00
  1.4804776e-08 -9.8698507e-09  4.9349254e-09  1.2337313e-09
  0.0000000e+00  0.0000000e+00  0.0000000e+00  9.8507353e-09
  9.8507353e-09 -7.3880515e-09  4.9253677e-09 -9.8507353e-09
  1.2313420e-08  0.0000000e+00  0.0000000e+00  0.0000000e+00
 -2.4626838e-09  4.9253677e-09 -6.1567098e-09  0.0000000e+00
  9.8507353e-09 -7.3880515e-09  0.0000000e+00  0.0000000e+00]",resposta
1239,"[ 9.8698507e-09  0.0000000e+00  3.7011940e-09 -2.4674627e-09
  0.0000000e+00 -9.8698507e-09  9.8698507e-09  9.8698507e-09
  4.9349254e-09  7.4023880e-09  0.0000000e+00  1.4804776e-08
  4.9349254e-09  4.9349254e-09  9.8698507e-09  7.4023880e-09
  4.9349254e-09  1.2337313e-09  9.8698507e-09 -2.4674627e-09
 -4.9285496e-09 -1.9714198e-08 -9.8570991e-09  7.3928241e-09
  0.0000000e+00  0.0000000e+00  4.9285496e-09  0.0000000e+00
 -9.8570991e-09  0.0000000e+00  7.3928241e-09  0.0000000e+00
  6.1606866e-09  9.8570991e-09 -2.4642748e-09  0.0000000e+00
 -1.4785648e-08  9.8570991e-09 -2.4642748e-09  4.9285496e-09]",resposta
1240,"[ 9.8698507e-09  9.8698507e-09  0.0000000e+00 -4.9349254e-09
  4.9349254e-09  0.0000000e+00  4.9349254e-09  4.9349254e-09
 -4.9349254e-09  4.9349254e-09  0.0000000e+00  7.4023880e-09
  4.9349254e-09  0.0000000e+00 -4.9349254e-09 -9.8698507e-09
  0.0000000e+00 -7.4023880e-09 -7.4023880e-09  6.1686567e-09
 -1.9752477e-08  0.0000000e+00  8.6417087e-09 -7.4071793e-09
 -4.9381192e-09  0.0000000e+00  4.9381192e-09 -9.8762385e-09
  3.7035897e-09 -9.8762385e-09  4.9381192e-09  0.0000000e+00
  4.9381192e-09  9.8762385e-09 -9.8762385e-09  0.0000000e+00
  9.8762385e-09 -9.8762385e-09  0.0000000e+00  2.4690596e-09]",resposta
1241,"[ 0.0000000e+00  9.8698507e-09 -9.8698507e-09  0.0000000e+00
  7.4023880e-09  1.4804776e-08 -1.4804776e-08  0.0000000e+00
  9.8698507e-09 -1.1103582e-08  1.4804776e-08  0.0000000e+00
 -2.4674627e-09 -9.8698507e-09 -9.8698507e-09  4.9349254e-09
  1.2337313e-09 -4.9349254e-09  1.2337313e-08 -9.8698507e-09
  4.9381192e-09  0.0000000e+00 -2.4690596e-09 -2.4690596e-09
 -7.4071793e-09 -4.9381192e-09 -7.4071793e-09  9.8762385e-09
 -4.9381192e-09 -9.8762385e-09  9.8762385e-09  4.9381192e-09
  0.0000000e+00  0.0000000e+00  9.8762385e-09 -7.4071793e-09
 -1.2345299e-08  4.9381192e-09  2.4690596e-09 -9.8762385e-09]",resposta
1242,"[ 4.9285496e-09 -4.9285496e-09  4.9285496e-09 -1.2321373e-08
  9.8570991e-09  9.8570991e-09  1.9714198e-08 -7.3928241e-09
 -9.8570991e-09 -3.6964121e-09  4.9285496e-09  9.8570991e-09
 -9.8570991e-09  9.8570991e-09 -1.4785648e-08  0.0000000e+00
  4.9285496e-09  2.4642748e-09  1.8482060e-08 -7.3928241e-09
  0.0000000e+00 -9.8698507e-09  2.4674627e-09  1.9739701e-08
 -9.8698507e-09  0.0000000e+00 -7.4023880e-09  3.7011940e-09
  4.9349254e-09 -9.8698507e-09  4.9349254e-09  9.8698507e-09
  1.2337313e-09  4.9349254e-09  1.2337313e-09 -7.4023880e-09
 -4.9349254e-09 -2.4674627e-09  0.0000000e+00  3.7011940e-09]",resposta
1243,"[ 1.9676065e-08  2.4595082e-09 -9.8380326e-09 -4.9190163e-09
 -3.6892625e-09 -9.8380326e-09 -9.8380326e-09 -6.1487704e-09
  4.9190163e-09  9.8380326e-09 -7.3785249e-09  0.0000000e+00
  9.8380326e-09  9.8380326e-09  4.9190163e-09  9.8380326e-09
 -1.2297541e-08 -9.8380326e-09 -1.4757050e-08  4.9190163e-09
  9.8570991e-09  9.8570991e-09  9.8570991e-09  1.2321374e-09
 -9.8570991e-09  7.3928241e-09 -1.4785648e-08 -3.0803433e-09
  9.8570991e-09  0.0000000e+00  2.4642748e-09  1.2321374e-09
 -4.9285496e-09 -9.8570991e-09  4.9285496e-09  0.0000000e+00
 -1.4785648e-08 -4.9285496e-09 -4.9285496e-09  9.8570991e-09]",resposta
1244,"[ 0.0000000e+00 -4.6492348e-09  0.0000000e+00  4.6492348e-09
  9.2984695e-09  0.0000000e+00 -9.2984695e-09 -4.6492348e-09
  1.1623087e-08  2.3246174e-09  4.6492348e-09  0.0000000e+00
  0.0000000e+00  2.3246174e-09 -4.6492348e-09  4.6492348e-09
 -5.8115435e-10  0.0000000e+00  0.0000000e+00  2.3246174e-09
 -1.4785648e-08  1.7249922e-08  2.4642748e-09 -9.8570991e-09
 -4.9285496e-09 -4.9285496e-09 -9.8570991e-09 -9.8570991e-09
  9.8570991e-09 -9.8570991e-09 -2.4642748e-09 -4.9285496e-09
  0.0000000e+00  9.8570991e-09  2.4642748e-09  0.0000000e+00
  4.9285496e-09  9.8570991e-09 -4.9285496e-09 -1.2321373e-08]",ataque
1245,"[-1.4804776e-08  9.8698507e-09  4.9349254e-09  0.0000000e+00
  9.8698507e-09  7.4023880e-09 -9.8698507e-09 -2.4674627e-09
 -9.8698507e-09  0.0000000e+00  4.9349254e-09 -1.4804776e-08
  7.4023880e-09  0.0000000e+00  9.8698507e-09  4.9349254e-09
  9.8698507e-09 -9.8698507e-09 -2.4674627e-09  0.0000000e+00
  0.0000000e+00  9.8316937e-09  1.3518579e-08 -1.9663387e-08
 -2.4579234e-09  0.0000000e+00  4.9158468e-09  9.8316937e-09
 -1.9663387e-08  9.8316937e-09  0.0000000e+00 -9.8316937e-09
 -6.1448087e-09  4.9158468e-09 -9.8316937e-09  7.3737705e-09
  2.4579234e-09 -6.1448087e-09  0.0000000e+00  3.6868852e-09]",resposta
1246,"[-4.9190163e-09  0.0000000e+00 -9.8380326e-09  9.8380326e-09
 -4.9190163e-09 -9.8380326e-09  7.3785249e-09  9.8380326e-09
  0.0000000e+00  0.0000000e+00 -9.8380326e-09 -4.9190163e-09
  0.0000000e+00  7.3785249e-09  7.3785249e-09  0.0000000e+00
 -7.3785249e-09  1.2297541e-09 -1.4757050e-08  0.0000000e+00
  0.0000000e+00  3.7011940e-09  4.9349254e-09  0.0000000e+00
 -4.9349254e-09  6.1686567e-09 -9.8698507e-09  1.4804776e-08
 -4.9349254e-09 -1.9739701e-08 -4.9349254e-09  9.8698507e-09
  0.0000000e+00 -6.1686567e-09  9.8698507e-09  0.0000000e+00
  9.8698507e-09  0.0000000e+00  6.1686567e-09 -1.2337313e-09]",resposta
1247,"[-9.8316937e-09  0.0000000e+00  1.4747541e-08 -9.8316937e-09
  9.8316937e-09  0.0000000e+00  0.0000000e+00  1.4747541e-08
  9.8316937e-09 -9.8316937e-09  9.8316937e-09 -1.4747541e-08
  2.4579234e-09 -9.8316937e-09 -4.9158468e-09 -4.9158468e-09
 -4.9158468e-09  1.4747541e-08 -1.2289617e-09 -4.9158468e-09
  7.3880515e-09  0.0000000e+00  9.8507353e-09 -9.8507353e-09
  3.6940258e-09 -4.9253677e-09  9.8507353e-09  3.6940258e-09
  0.0000000e+00 -7.3880515e-09  4.9253677e-09 -9.8507353e-09
  9.8507353e-09 -4.9253677e-09 -9.8507353e-09  0.0000000e+00
 -4.9253677e-09 -1.4776103e-08 -1.4776103e-08  0.0000000e+00]",resposta
1248,"[ 0.0000000e+00  0.0000000e+00 -4.9349254e-09  4.9349254e-09
  0.0000000e+00 -8.6361194e-09  9.8698507e-09 -4.9349254e-09
 -3.7011940e-09  2.4674627e-09 -4.9349254e-09  8.6361194e-09
 -4.9349254e-09  9.8698507e-09  1.2954179e-08 -9.8698507e-09
 -2.3440895e-08  1.1720448e-08  0.0000000e+00 -4.9349254e-09
  0.0000000e+00 -9.9018749e-09 -4.9509374e-09 -4.9509374e-09
  4.9509374e-09 -2.4754687e-09  4.9509374e-09  0.0000000e+00
  1.9803750e-08  0.0000000e+00  0.0000000e+00  4.9509374e-09
  1.4852812e-08  0.0000000e+00  0.0000000e+00 -4.9509374e-09
 -4.9509374e-09 -1.2377344e-09 -1.4852812e-08 -4.9509374e-09]",ataque
1249,"[ 0.0000000e+00  9.9018749e-09 -1.4852812e-08  4.9509374e-09
 -4.9509374e-09  3.7132031e-09 -1.2377344e-09  4.9509374e-09
  0.0000000e+00  1.9803750e-08 -1.1139609e-08  0.0000000e+00
 -4.9509374e-09  4.9509374e-09 -2.4754687e-09  0.0000000e+00
 -6.1886718e-09 -2.4754687e-09  3.7132031e-09  9.9018749e-09
  2.4022022e-09 -1.2011011e-09  1.4413214e-08  0.0000000e+00
  7.2066069e-09 -1.4413214e-08  9.6088089e-09  4.8044044e-09
  4.8044044e-09  9.6088089e-09 -4.8044044e-09 -9.6088089e-09
  9.6088089e-09 -2.4022022e-09  2.4022022e-09  9.6088089e-09
 -1.2011011e-09  6.0055059e-09 -1.9217618e-08 -4.8044044e-09]",ataque
1250,"[ 0.0000000e+00 -7.4023880e-09  7.4023880e-09  1.2337313e-08
  0.0000000e+00  4.9349254e-09  0.0000000e+00 -1.4804776e-08
  1.9739701e-08  9.8698507e-09  0.0000000e+00  4.9349254e-09
  1.9739701e-08  0.0000000e+00  4.9349254e-09 -6.1686567e-09
  0.0000000e+00 -3.7011940e-09  4.9349254e-09 -8.6361194e-09
  0.0000000e+00  4.9509374e-09  0.0000000e+00  4.9509374e-09
  0.0000000e+00  0.0000000e+00 -4.9509374e-09 -1.4852812e-08
 -1.4852812e-08  2.4754687e-09 -9.9018749e-09 -9.9018749e-09
 -9.9018749e-09  0.0000000e+00 -7.4264062e-09 -4.9509374e-09
  0.0000000e+00 -2.4754687e-09  0.0000000e+00  7.4264062e-09]",resposta
1251,"[-1.9625451e-08 -1.4719089e-08  3.6797723e-09 -1.2265907e-08
 -4.9063629e-09  4.9063629e-09  1.9625451e-08  0.0000000e+00
  1.4719089e-08 -1.4719089e-08  0.0000000e+00 -2.4531814e-09
  0.0000000e+00 -1.4719089e-08  9.8127257e-09  4.9063629e-09
  1.9625451e-08  1.4719089e-08  7.3595445e-09 -6.1329537e-09
 -4.9285496e-09  4.9285496e-09 -7.3928241e-09 -9.8570991e-09
  0.0000000e+00  4.9285496e-09  0.0000000e+00  0.0000000e+00
  0.0000000e+00 -9.8570991e-09  0.0000000e+00  1.9714198e-08
  4.9285496e-09 -9.8570991e-09 -1.2321373e-08  9.8570991e-09
 -1.4785648e-08  9.8570991e-09  0.0000000e+00  9.8570991e-09]",ataque
1252,"[-2.9609552e-08 -4.3180597e-09 -1.1103582e-08 -7.4023880e-09
  0.0000000e+00 -9.8698507e-09  0.0000000e+00 -1.4804776e-08
 -7.4023880e-09  0.0000000e+00  9.8698507e-09 -7.4023880e-09
 -9.8698507e-09  0.0000000e+00  2.4674627e-09 -2.4674627e-09
 -4.9349254e-09 -4.9349254e-09 -9.8698507e-09  7.4023880e-09
  9.8698507e-09 -2.4674627e-09  0.0000000e+00  0.0000000e+00
  4.9349254e-09 -1.4804776e-08 -9.8698507e-09 -9.8698507e-09
 -9.8698507e-09  0.0000000e+00  9.8698507e-09 -1.2337313e-08
 -1.2337313e-08  9.8698507e-09  9.8698507e-09  1.4804776e-08
  4.9349254e-09  0.0000000e+00  0.0000000e+00  9.8698507e-09]",ataque
1253,"[ 2.4642748e-09 -6.7767556e-09 -4.9285496e-09  1.4785648e-08
  1.4785648e-08 -7.3928241e-09 -9.8570991e-09 -8.6249612e-09
  3.6964121e-09 -9.8570991e-09 -2.4642748e-09 -7.3928241e-09
  9.8570991e-09  2.4642748e-09  0.0000000e+00  9.8570991e-09
  0.0000000e+00 -7.3928241e-09  9.8570991e-09  4.9285496e-09
 -9.8698507e-09  1.1103582e-08  0.0000000e+00  1.2337313e-08
 -7.4023880e-09  1.4804776e-08 -9.8698507e-09  0.0000000e+00
 -9.8698507e-09 -7.4023880e-09  0.0000000e+00  0.0000000e+00
  0.0000000e+00  0.0000000e+00  9.8698507e-09  9.8698507e-09
 -9.8698507e-09  4.9349254e-09 -4.9349254e-09 -3.7011940e-09]",resposta
1254,"[ 9.8380326e-09  1.9676065e-08  9.8380326e-09  4.9190163e-09
  1.9676065e-08  1.4757050e-08  0.0000000e+00 -9.8380326e-09
 -9.8380326e-09 -9.8380326e-09 -1.4757050e-08 -1.3527295e-08
  0.0000000e+00  4.9190163e-09 -9.8380326e-09 -9.8380326e-09
  7.3785249e-09  0.0000000e+00  9.8380326e-09  0.0000000e+00
 -2.9590412e-08 -4.9317355e-09 -9.8634709e-09  0.0000000e+00
  9.8634709e-09  9.8634709e-09 -2.4658677e-09  1.2329338e-08
 -9.8634709e-09 -9.8634709e-09  0.0000000e+00 -1.2329338e-08
 -9.8634709e-09  6.1646692e-09 -4.9317355e-09  0.0000000e+00
 -9.8634709e-09  9.8634709e-09  4.9317355e-09  0.0000000e+00]",ataque
